Is_Head_of_Household_,Age,Race,Gender,Ethnicity,Disability,Educational_Level,Employment_Status,Household_Type,ZIP_Code,Service_Id,Date,Program,Housing_Type,City,State,Total_Benefit,Council_District,Monthly_Income,ObjectId
1,36,African American,Female,Non-Hispanic,Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40212,1242635,2021/08/06 14:32:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000,5,28584,656
0,6,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40212,1242635,2021/08/06 14:32:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000,5,28584,657
0,14,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40211,1314195,2021/09/27 15:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,583.4,1,0,658
0,11,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40210,1255232,2021/08/13 14:14:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,769.97,6,0,659
0,5,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40210,1255232,2021/08/13 14:14:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,769.97,6,0,660
1,55,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40215,1285445,2021/09/02 13:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,101.43,15,7200,661
1,33,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Part-Time,Single Parent Female,40208,1328433,2021/10/08 10:06:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,6,0,662
0,17,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40208,1328433,2021/10/08 10:06:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,6,0,663
1,30,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40299,1247238,2021/08/10 12:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,183.35,20,7200,664
0,9,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40299,1247238,2021/08/10 12:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,183.35,20,7200,665
0,6,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40299,1247238,2021/08/10 12:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,183.35,20,7200,666
0,13,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40299,1247238,2021/08/10 12:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,183.35,20,7200,667
1,58,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40210,1485805,2022/01/12 16:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,595.61,4,0,668
1,44,White,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40218,1467337,2021/12/29 15:33:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,819.07,2,0,669
0,7,White,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40218,1467337,2021/12/29 15:33:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,819.07,2,0,670
1,48,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Parent Female,40219,1241563,2021/08/06 10:44:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,304.27,2,7200,671
0,31,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40219,1241563,2021/08/06 10:44:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,304.27,2,7200,672
1,47,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40211,1253440,2021/08/12 15:43:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,1,0,673
0,43,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Full-Time,Two Parent Household,40215,1330349,2021/10/11 10:53:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,197.14,3,32400,674
1,44,White,Male,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Two Parent Household,40215,1330349,2021/10/11 10:53:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,197.14,3,32400,675
0,13,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40215,1330349,2021/10/11 10:53:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,197.14,3,32400,676
1,38,African American,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40258,1304805,2021/09/20 11:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,175.39,12,12492,677
0,15,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1253440,2021/08/12 15:43:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,1,0,678
0,14,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40258,1304805,2021/09/20 11:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,175.39,12,12492,679
0,18,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40211,1253440,2021/08/12 15:43:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,1,0,680
0,11,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40258,1304805,2021/09/20 11:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,175.39,12,12492,681
0,18,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40211,1253440,2021/08/12 15:43:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,1,0,682
1,41,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Two Parent Household,40215,1314196,2021/09/27 15:59:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,662.72,21,16800,683
0,14,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40215,1314196,2021/09/27 15:59:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,662.72,21,16800,684
0,52,White,Male,Non-Hispanic,Not Disabled,Equivalency Diploma (GED),Unemployed(Not in Labor Force),Two Parent Household,40215,1314196,2021/09/27 15:59:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,662.72,21,16800,685
0,22,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Two Parent Household,40215,1314196,2021/09/27 15:59:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,662.72,21,16800,686
0,13,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40215,1314196,2021/09/27 15:59:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,662.72,21,16800,687
0,15,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40215,1314196,2021/09/27 15:59:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,662.72,21,16800,688
0,65,White,Male,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Two Parent Household,40291,1339908,2021/10/15 13:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,14,13716,689
1,52,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Two Parent Household,40291,1339908,2021/10/15 13:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,14,13716,690
1,56,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Part-Time,Single Parent Female,40216,1299043,2021/09/15 08:58:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,899.69,12,0,691
0,9,Mixed Race,Female,Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40215,1307294,2021/09/22 09:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,282.96,3,0,692
0,17,Mixed Race,Male,Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40215,1307294,2021/09/22 09:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,282.96,3,0,693
0,12,Mixed Race,Male,Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40215,1307294,2021/09/22 09:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,282.96,3,0,694
1,29,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40202,1357032,2021/10/26 09:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,217.95,5,0,695
0,9,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40202,1357032,2021/10/26 09:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,217.95,5,0,696
0,18,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40211,1314195,2021/09/27 15:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,583.4,1,0,697
1,31,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Parent Female,40299,1458991,2021/12/16 16:31:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,679.4,26,0,698
0,5,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40202,1357032,2021/10/26 09:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,217.95,5,0,699
0,14,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40299,1458991,2021/12/16 16:31:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,679.4,26,0,700
0,15,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40299,1458991,2021/12/16 16:31:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,679.4,26,0,701
0,5,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40202,1357032,2021/10/26 09:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,217.95,5,0,702
1,57,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Parent Female,40216,1230953,2021/08/02 13:02:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,375.22,3,52800,703
1,34,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40203,1462383,2021/12/21 11:09:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,360.09,6,0,704
1,43,White,Female,Non-Hispanic,Not Disabled,2 or 4 years College,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40272,1311178,2021/09/24 09:15:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,13,20340,705
0,8,Mixed Race,Female,Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40272,1311178,2021/09/24 09:15:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,13,20340,706
1,57,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40272,1236474,2021/08/04 11:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,865.01,14,0,707
0,28,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40272,1236474,2021/08/04 11:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,865.01,14,0,708
0,18,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40272,1236474,2021/08/04 11:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,865.01,14,0,709
1,29,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40203,1485552,2022/01/12 15:30:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,260.73,4,0,710
0,8,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1485552,2022/01/12 15:30:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,260.73,4,0,711
1,31,African American,Female,Non-Hispanic,Not Disabled,Equivalency Diploma (GED),Unemployed(Not in Labor Force),Multigenerational Household,40272,1430375,2021/12/01 15:40:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,527.68,12,48000,712
0,7,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Multigenerational Household,40272,1430375,2021/12/01 15:40:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,527.68,12,48000,713
1,45,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40203,1248505,2021/08/10 17:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,329.22,5,34268.04,714
0,5,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40203,1248505,2021/08/10 17:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,329.22,5,34268.04,715
0,18,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40203,1248505,2021/08/10 17:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,329.22,5,34268.04,716
0,7,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1248505,2021/08/10 17:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,329.22,5,34268.04,717
0,14,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1248505,2021/08/10 17:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,329.22,5,34268.04,718
1,33,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Part-Time,Single Parent Female,40258,1233088,2021/08/03 10:24:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,375.42,14,28194,719
0,14,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40258,1233088,2021/08/03 10:24:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,375.42,14,28194,720
1,36,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40202,1462550,2021/12/21 11:58:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,914.25,15,0,721
1,33,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Parent Female,40210,1322534,2021/10/04 15:46:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,306.25,6,0,722
0,6,African American,Male,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Single Parent Female,40210,1322534,2021/10/04 15:46:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,306.25,6,0,723
0,7,African American,Female,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Single Parent Female,40210,1322534,2021/10/04 15:46:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,306.25,6,0,724
1,38,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Parent Female,40243,1392653,2021/11/10 14:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,249.46,17,13200,725
0,18,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40243,1392653,2021/11/10 14:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,249.46,17,13200,726
1,38,African American,Female,Non-Hispanic,Not Disabled,Advanced/Post-Secondary Degree,Unemployed(Not in Labor Force),Single Parent Female,40229,1268019,2021/08/23 08:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,418.93,24,0,727
0,10,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40229,1268019,2021/08/23 08:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,418.93,24,0,728
0,18,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40229,1268019,2021/08/23 08:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,418.93,24,0,729
0,15,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40229,1268019,2021/08/23 08:24:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,418.93,24,0,730
1,46,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40258,1462227,2021/12/21 10:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,468.57,12,16200,731
0,16,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40258,1462227,2021/12/21 10:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,468.57,12,16200,732
0,20,White,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Parent Female,40258,1462227,2021/12/21 10:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,468.57,12,16200,733
0,10,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40258,1462227,2021/12/21 10:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,468.57,12,16200,734
1,35,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40203,1477414,2022/01/11 10:04:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,565.41,4,0,735
0,12,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1477414,2022/01/11 10:04:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,565.41,4,0,736
0,7,White,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40203,1477414,2022/01/11 10:04:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,565.41,4,0,737
0,10,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1477414,2022/01/11 10:04:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,565.41,4,0,738
1,33,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40215,1463126,2021/12/21 16:19:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,925.9,15,0,739
0,4,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40215,1463126,2021/12/21 16:19:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,925.9,15,0,740
0,13,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40215,1463126,2021/12/21 16:19:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,925.9,15,0,741
1,27,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Male,40216,1311947,2021/09/24 12:14:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,881.94,0,0,742
0,8,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40272,1236474,2021/08/04 11:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,865.01,14,0,743
0,14,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40215,1461028,2021/12/20 11:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,513.33,3,9528,744
1,58,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40203,1416534,2021/11/22 16:36:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,340.81,0,0,745
1,44,African American,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40214,1304941,2021/09/20 12:31:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,10,11208,746
1,43,African American,Female,Non-Hispanic,Not Disabled,Advanced/Post-Secondary Degree,Unemployed(Not in Labor Force),Single Person,40212,1215281,2021/07/26 10:30:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,214.25,5,12588,747
